STT,Loại vàng,Số lượng,Sản phẩm,Trọng lượng vàng+hột xuất,Trọng lượng vàng xuất,Tiền công xuất (1000 VNĐ),Trọng lượng vàng+hột (thợ giao),Số món (thêm/ bớt),Trọng lượng vàng+hột (thêm/ bớt),Trọng lượng vàng (thêm/ bớt),Lý do (thêm/ bớt),"Trọng lượng  (Thay khóa, phụ kiện,...)","Ghi chú  (Thay khóa, phụ kiện,...)",Tiền công còn lại (1000 VNĐ),Số món(thay thế),Trọng lượng(thay thế) ,Lý do(thay thế),Số món(phụ kiện),Trọng lượng(phụ kiện) ,Lý do(phụ kiện)
1,750gram,3,Mặt xoàn,3c550,3c450,,3c480,,,,,,,,,,,,,
