STT,Loại vàng,Màu xi,Số lượng,Sản phẩm,Trọng lượng (Ban đầu),Trọng lượng (Sau xút),Trọng lượng (Sau xi),Số món Thêm/bớt (Sau xi),Trọng lượng Tăng/giảm (Sau xi),Lý do Tăng/giảm (Sau xi),Số món Thêm/bớt (Nhập hàng),Trọng lượng  Tăng/giảm (Nhập hàng),Lý do Tăng/giảm (Nhập hàng),"Trọng lượng   (Thay khóa, phụ kiện,...)","Ghi chú  (Thay khóa, phụ kiện,...)",Số món(phụ kiện),Trọng lượng(phụ kiện) ,Lý do(phụ kiện),Số món(phụ kiện),Trọng lượng(phụ kiện) ,Lý do(phụ kiện)
1,750gram,Xi hồng,3,Bông,3c205,3c2,3c189,,,,,,,,,-1,-1c2,,,,
