STT,Loại vàng,Màu xi,Số lượng,Sản phẩm,Trọng lượng (Ban đầu),Trọng lượng (Sau xi),"Số lượng (+,-)(Sau xi)","Trọng lượng (+,-) (Sau xi)",Trọng lượng (Thêm bớt món),"Lý do (+,-) (Sau xi)",Chi phí (1000 VNĐ),"Số lượng (+,-) (Nhập hàng)","Trọng lượng (+,-) (Nhập hàng)","Lý do (+,-) (Nhập hàng)"
1,9999,Xi vàng,120,Bông,120c125,120c12,,,,,,,,
